,id,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_price,total_sf,total_bth,total_bth/sf,total_bed/sf,sale_code,neighborhood,nbhd_rank,nbhd_rank_idx,nbhd_rank_idx_1,nbhd_rank_idx_2,nbhd_rank_idx_3,nbhd_rank_idx_4,nbhd_rank_idx_5,nbhd_rank_idx_6,zone_code,A/C_Y,pvddrv_Y,ex_kitch,is_flat,func_typ,ex_ext,zoning,zne_C (all),zne_I (all),zne_R,cond1_A,cond1_N,cond2_A,cond2_N,PosA,PosN,pos_a/n,has_pool,good_pool,sale_high,good_roof,2story,feats,good_bsmt,good_fire,good_grg,is_new,is_new_1,old_val,is_new_rem,is_new_rem_1,old_rem,ext_code,bsmt_code,fire_code,grg_code,pool_code,ktch_code,log_qual
1047,1820,80.0,8480,5,6,1963,1963,0.0,630.0,0.0,340.0,970.0,970,0,0,970,1.0,0.0,1,0,2,1,5,0,2.0,624.0,0,24,0,0,192,0,0,7,2007,132500,1940.0,2.0,0.0010309278350515464,0.0010309278350515464,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1963,0,0,1963,2,2,0,2,0,2,1.6094379124341003
1048,1398,0.0,10200,5,8,1970,1970,0.0,704.0,0.0,160.0,864.0,904,0,0,904,0.0,0.0,1,0,3,1,5,0,3.0,912.0,143,0,0,0,0,0,0,6,2008,144000,1768.0,1.0,0.0005656108597285068,0.0016968325791855204,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1970,0,0,1970,4,2,0,2,0,4,1.6094379124341003
1049,2177,0.0,9555,5,6,1979,1979,0.0,0.0,0.0,0.0,0.0,1100,1133,0,2233,0.0,0.0,2,1,5,2,11,0,2.0,579.0,0,0,0,0,0,0,0,2,2007,141000,2233.0,3.0,0.0013434841021047917,0.0022391401701746527,4,Edwards,22,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,1979,0,0,1979,2,0,0,4,0,2,1.6094379124341003
1050,2144,60.0,7200,4,8,1972,2006,0.0,385.0,0.0,0.0,385.0,875,0,0,875,0.0,0.0,1,0,3,1,5,0,2.0,728.0,352,0,0,0,0,0,0,10,2007,117000,1260.0,1.0,0.0007936507936507937,0.002380952380952381,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1972,1,1,0,4,2,0,2,0,4,1.3862943611198906
1051,2697,60.0,6780,6,8,1935,1982,0.0,490.0,0.0,30.0,520.0,520,0,234,754,1.0,0.0,1,0,2,1,5,0,0.0,0.0,53,0,0,0,0,0,0,6,2006,84500,1040.0,2.0,0.0019230769230769232,0.0019230769230769232,4,IDOTRR,26,6,0,0,0,0,0,1,3,0,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1935,0,0,1935,3,2,0,0,0,2,1.791759469228055
1052,1403,0.0,53227,4,6,1954,1994,0.0,1116.0,0.0,248.0,1364.0,1663,0,0,1663,1.0,0.0,1,0,2,1,6,2,2.0,529.0,224,137,0,0,0,0,0,3,2008,256000,3027.0,2.0,0.0006607201850016518,0.0006607201850016518,4,ClearCr,7,2,0,1,0,0,0,0,1,1,1,0,0,0,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1954,0,0,1954,2,2,4,2,0,4,1.3862943611198906
1053,596,70.0,9100,5,6,1965,1965,0.0,338.0,466.0,121.0,925.0,925,0,0,925,0.0,1.0,1,0,2,1,5,0,1.0,429.0,0,0,0,0,0,0,0,7,2009,117500,1850.0,2.0,0.001081081081081081,0.001081081081081081,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1965,0,0,1965,2,2,0,2,0,2,1.6094379124341003
1054,922,130.0,9600,5,7,1940,1950,0.0,428.0,0.0,300.0,728.0,976,332,0,1308,1.0,0.0,1,1,2,1,7,2,1.0,256.0,0,70,0,0,0,0,0,6,2009,160000,2036.0,3.0,0.0014734774066797642,0.0009823182711198428,4,Crawfor,8,3,0,0,1,0,0,0,1,1,1,0,0,0,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1940,0,0,1940,4,3,2,2,0,2,1.6094379124341003
1055,2065,81.0,14175,5,5,1956,1998,0.0,386.0,522.0,332.0,1240.0,1375,0,0,1375,1.0,0.0,1,0,3,1,6,1,1.0,323.0,0,0,0,0,0,0,0,12,2007,187000,2615.0,2.0,0.0007648183556405354,0.001147227533460803,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,0,1,0,R,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1956,0,0,1956,2,2,4,2,0,2,1.6094379124341003
1056,1710,110.0,14277,8,5,2003,2003,280.0,938.0,0.0,379.0,1317.0,1217,1168,0,2385,1.0,0.0,2,1,3,1,7,1,3.0,818.0,192,228,0,0,0,0,0,1,2007,350000,3702.0,4.0,0.0010804970286331713,0.0008103727714748784,4,NridgHt,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,2.0794415416798357
1057,1034,60.0,9000,5,5,1974,1974,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,0.0,0.0,2,2,4,2,8,0,2.0,480.0,0,45,0,0,0,0,0,6,2008,133000,2688.0,4.0,0.001488095238095238,0.001488095238095238,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1974,0,0,1974,2,2,0,2,0,2,1.6094379124341003
1058,1057,105.0,13693,8,5,2007,2007,554.0,1728.0,495.0,195.0,2418.0,2464,0,0,2464,1.0,0.0,2,1,4,1,9,1,3.0,650.0,358,78,0,0,0,0,0,8,2008,417500,4882.0,4.0,0.0008193363375665711,0.0008193363375665711,4,NridgHt,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,2,2,5,2,0,5,2.0794415416798357
1059,470,51.0,3635,7,5,2007,2007,130.0,988.0,0.0,398.0,1386.0,1569,0,0,1569,0.0,1.0,2,0,1,1,7,1,3.0,660.0,143,20,0,0,0,0,0,5,2009,175900,2955.0,3.0,0.0010152284263959391,0.00033840947546531303,4,Blmngtn,10,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,2,2,2,2,0,4,1.9459101490553132
1060,819,84.0,10933,9,5,2009,2009,242.0,1021.0,0.0,534.0,1555.0,1680,0,0,1680,1.0,0.0,1,1,1,1,8,1,3.0,1138.0,185,24,0,0,0,0,0,7,2009,323262,3235.0,3.0,0.0009273570324574962,0.0003091190108191654,0,CollgCr,9,3,0,0,1,0,0,0,1,1,1,1,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,5,2.1972245773362196
1061,2160,65.0,8450,7,5,2003,2003,0.0,699.0,0.0,638.0,1337.0,1337,0,0,1337,1.0,0.0,2,0,3,1,6,0,2.0,531.0,0,39,0,0,0,0,0,10,2007,185000,2674.0,3.0,0.0011219147344801795,0.0011219147344801795,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
1062,2552,60.0,8550,6,8,1934,1950,0.0,574.0,0.0,242.0,816.0,816,0,0,816,1.0,0.0,1,0,2,1,4,1,1.0,240.0,228,0,40,0,0,0,0,7,2006,129800,1632.0,2.0,0.0012254901960784314,0.0012254901960784314,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1934,0,0,1934,2,2,3,2,0,2,1.791759469228055
1063,41,95.0,12182,7,5,2005,2005,226.0,1201.0,0.0,340.0,1541.0,1541,0,0,1541,0.0,0.0,2,0,3,1,7,1,2.0,532.0,0,70,0,0,0,0,0,5,2010,220000,3082.0,2.0,0.0006489292667099286,0.000973393900064893,0,NridgHt,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,1.9459101490553132
1064,742,51.0,6120,4,7,1935,1995,0.0,0.0,0.0,884.0,884.0,989,584,0,1573,0.0,0.0,1,0,3,1,6,0,1.0,240.0,0,0,54,0,120,0,0,7,2009,133000,2457.0,1.0,0.000407000407000407,0.001221001221001221,4,BrkSide,23,5,0,0,0,0,1,0,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1935,0,0,1935,2,2,0,2,0,4,1.3862943611198906
1065,686,60.0,10800,4,7,1949,1996,0.0,0.0,0.0,832.0,832.0,832,629,0,1461,0.0,0.0,2,0,4,1,6,0,1.0,384.0,0,204,0,0,0,0,0,8,2009,133500,2293.0,2.0,0.0008722197993894462,0.0017444395987788923,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1949,0,0,1949,2,2,0,2,0,2,1.3862943611198906
1066,314,0.0,12760,6,5,1976,1976,0.0,0.0,0.0,1958.0,1958.0,2048,0,0,2048,0.0,0.0,3,0,5,2,9,0,2.0,776.0,0,0,0,0,0,0,0,3,2010,170000,4006.0,3.0,0.0007488766849725411,0.0012481278082875687,6,Mitchel,15,4,0,0,0,1,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1976,0,0,1976,2,2,0,2,0,2,1.791759469228055
1067,1630,0.0,7655,6,5,1993,1994,0.0,0.0,0.0,903.0,903.0,910,732,0,1642,0.0,0.0,2,1,3,1,7,1,2.0,392.0,290,84,0,0,0,0,0,7,2007,168000,2545.0,3.0,0.0011787819253438114,0.0011787819253438114,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1993,0,0,1993,2,2,2,2,0,2,1.791759469228055
1068,191,60.0,10560,6,7,1922,1994,0.0,283.0,0.0,455.0,738.0,868,602,0,1470,0.0,0.0,1,1,2,1,6,0,2.0,624.0,0,0,0,0,0,0,0,6,2010,140750,2208.0,2.0,0.0009057971014492754,0.0009057971014492754,4,OldTown,24,6,0,0,0,0,0,1,3,1,1,0,1,0,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1922,0,0,1922,2,2,0,2,0,2,1.791759469228055
1069,1626,60.0,7500,6,5,1999,2003,0.0,0.0,0.0,938.0,938.0,957,1342,0,2299,0.0,0.0,3,1,5,1,7,1,2.0,482.0,188,30,0,0,0,0,0,8,2007,204000,3237.0,4.0,0.001235712079085573,0.0015446400988569664,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1999,1,1,0,2,2,2,2,0,2,1.791759469228055
1070,59,0.0,9505,7,5,2001,2001,180.0,0.0,0.0,884.0,884.0,884,1151,0,2035,0.0,0.0,2,1,3,1,8,1,2.0,434.0,144,48,0,0,0,0,0,5,2010,222500,2919.0,3.0,0.0010277492291880781,0.0010277492291880781,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,1.9459101490553132
1071,2632,69.0,10205,5,5,1962,1962,0.0,784.0,0.0,141.0,925.0,999,0,0,999,1.0,0.0,1,0,3,1,6,0,1.0,300.0,150,72,0,0,0,0,0,5,2006,134500,1924.0,2.0,0.0010395010395010396,0.0015592515592515593,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1962,0,0,1962,2,2,0,2,0,2,1.6094379124341003
1072,1835,45.0,4379,8,5,2004,2004,0.0,851.0,0.0,527.0,1378.0,1378,0,0,1378,1.0,0.0,2,0,2,1,6,1,2.0,540.0,160,56,0,0,0,0,0,7,2007,214000,2756.0,3.0,0.0010885341074020319,0.000725689404934688,4,Somerst,6,2,0,1,0,0,0,0,0,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,2.0794415416798357
1073,2675,65.0,7800,5,7,1939,1950,0.0,507.0,0.0,286.0,793.0,793,325,0,1118,1.0,0.0,1,0,3,1,5,1,2.0,410.0,0,0,0,0,271,0,0,5,2006,119900,1911.0,2.0,0.0010465724751439038,0.0015698587127158557,4,OldTown,24,6,0,0,0,0,0,1,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1939,0,0,1939,2,2,4,2,0,2,1.6094379124341003
1074,1503,92.0,12108,4,4,1955,1955,270.0,133.0,0.0,1307.0,1440.0,1440,0,0,1440,0.0,0.0,2,0,4,2,8,0,0.0,0.0,0,0,0,0,0,0,0,9,2008,118000,2880.0,2.0,0.0006944444444444445,0.001388888888888889,4,Edwards,22,5,0,0,0,0,1,0,1,0,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1955,0,0,1955,2,2,0,0,0,3,1.3862943611198906
1075,1963,70.0,7000,5,7,1960,2002,45.0,588.0,0.0,422.0,1010.0,1134,0,0,1134,0.0,0.0,1,0,2,1,6,0,1.0,254.0,0,16,0,0,0,0,0,4,2007,135000,2144.0,1.0,0.0004664179104477612,0.0009328358208955224,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1960,1,1,0,2,2,0,2,0,2,1.6094379124341003
1076,1352,64.0,13053,6,7,1923,2000,0.0,0.0,0.0,833.0,833.0,1053,795,0,1848,0.0,0.0,1,1,4,1,8,1,2.0,370.0,0,0,0,0,220,0,0,6,2008,207000,2681.0,2.0,0.0007459903021260724,0.0014919806042521448,4,BrkSide,23,5,0,0,0,0,1,0,1,1,0,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1923,0,0,1923,2,2,4,2,0,4,1.791759469228055
1077,1519,60.0,8400,6,5,1925,1950,0.0,423.0,0.0,758.0,1181.0,1390,304,0,1694,0.0,0.0,2,0,4,1,7,1,2.0,576.0,342,0,128,0,0,0,0,6,2008,136500,2875.0,2.0,0.0006956521739130435,0.001391304347826087,4,SWISU,21,5,0,0,0,0,1,0,1,1,1,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1925,0,0,1925,2,2,4,2,0,2,1.791759469228055
1078,1305,50.0,6000,4,7,1954,2000,0.0,0.0,0.0,901.0,901.0,901,0,0,901,0.0,0.0,1,0,2,1,4,0,1.0,281.0,0,0,0,0,0,0,0,8,2008,107900,1802.0,1.0,0.0005549389567147614,0.0011098779134295228,4,OldTown,24,6,0,0,0,0,0,1,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1954,0,0,1954,2,2,0,2,0,2,1.3862943611198906
1079,2014,0.0,6240,6,5,1938,1950,0.0,52.0,0.0,809.0,861.0,861,548,0,1409,1.0,0.0,1,1,3,1,6,1,2.0,528.0,225,0,84,0,0,0,0,3,2007,126000,2270.0,3.0,0.0013215859030837004,0.0013215859030837004,4,BrkSide,23,5,0,0,0,0,1,0,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1938,0,0,1938,2,2,4,2,0,2,1.791759469228055
1080,1,141.0,31770,6,5,1960,1960,112.0,639.0,0.0,441.0,1080.0,1656,0,0,1656,1.0,0.0,1,0,3,1,7,2,2.0,528.0,210,62,0,0,0,0,0,5,2010,215000,2736.0,2.0,0.0007309941520467836,0.0010964912280701754,4,NAmes,16,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1960,0,0,1960,2,4,4,2,0,2,1.791759469228055
1081,1052,96.0,12474,10,5,2007,2008,272.0,1280.0,0.0,402.0,1682.0,1742,590,0,2332,1.0,0.0,2,1,3,1,9,1,3.0,846.0,196,134,0,0,0,0,0,8,2008,426000,4014.0,4.0,0.000996512207274539,0.0007473841554559044,0,NridgHt,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,2,2,5,2,0,5,2.302585092994046
1082,622,80.0,9600,5,7,1950,2007,0.0,607.0,0.0,506.0,1113.0,1113,0,0,1113,0.0,0.0,1,0,3,1,5,1,1.0,264.0,0,80,120,0,0,0,0,7,2009,147000,2226.0,1.0,0.0004492362982929021,0.0013477088948787063,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1950,1,1,0,2,2,4,2,0,4,1.6094379124341003
1083,913,64.0,8574,6,8,1916,2000,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,0.0,0.0,1,0,3,1,6,1,2.0,440.0,0,0,180,0,0,0,0,10,2009,147500,2048.0,1.0,0.00048828125,0.00146484375,4,Crawfor,8,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1916,0,0,1916,2,2,4,2,0,4,1.791759469228055
1084,1058,104.0,14418,9,5,2007,2007,480.0,1375.0,0.0,575.0,1950.0,1950,0,0,1950,1.0,0.0,2,0,2,1,7,1,3.0,706.0,156,207,0,0,0,0,0,5,2008,383000,3900.0,3.0,0.0007692307692307692,0.0005128205128205128,4,NridgHt,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,5,2.1972245773362196
1085,2348,80.0,10400,7,5,1988,1988,102.0,929.0,0.0,916.0,1845.0,1872,0,0,1872,0.0,1.0,2,0,3,1,6,1,2.0,604.0,197,39,0,0,0,0,0,6,2006,241500,3717.0,3.0,0.0008071025020177562,0.0008071025020177562,4,NWAmes,11,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1988,0,0,1988,2,2,2,2,0,2,1.9459101490553132
1086,1527,63.0,15564,6,6,1914,1995,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,0.0,0.0,1,0,3,1,6,0,2.0,400.0,424,0,0,0,0,0,400,1,2008,147500,1940.0,1.0,0.0005154639175257732,0.0015463917525773195,4,Crawfor,8,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1914,0,0,1914,2,2,0,2,0,2,1.791759469228055
1087,1011,101.0,13543,8,5,2005,2005,130.0,16.0,0.0,1152.0,1168.0,1168,1332,0,2500,0.0,0.0,3,1,5,1,9,1,3.0,683.0,192,32,0,0,0,0,0,7,2008,355000,3668.0,4.0,0.0010905125408942203,0.0013631406761177754,4,StoneBr,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,5,2.0794415416798357
1088,1332,50.0,6130,5,6,1924,1950,0.0,784.0,0.0,0.0,784.0,784,0,0,784,1.0,0.0,1,0,2,1,5,0,0.0,0.0,0,0,116,0,0,0,0,5,2008,109500,1568.0,2.0,0.0012755102040816326,0.0012755102040816326,4,BrkSide,23,5,0,0,0,0,1,0,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1924,0,0,1924,2,2,0,0,0,4,1.6094379124341003
1089,709,50.0,5925,2,4,1940,1950,0.0,0.0,0.0,0.0,0.0,612,0,0,612,0.0,0.0,1,0,1,1,4,0,1.0,308.0,0,0,25,0,0,0,0,10,2009,45000,612.0,1.0,0.0016339869281045752,0.0016339869281045752,4,OldTown,24,6,0,0,0,0,0,1,3,0,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1940,0,0,1940,4,0,0,3,0,2,0.6931471805599453
1090,209,0.0,24090,7,7,1940,1950,0.0,0.0,0.0,1032.0,1032.0,1207,1196,0,2403,0.0,0.0,2,0,4,1,10,2,1.0,349.0,56,0,318,0,0,0,0,6,2010,244400,3435.0,2.0,0.0005822416302765648,0.0011644832605531296,5,ClearCr,7,2,0,1,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1940,0,0,1940,4,2,2,2,0,2,1.9459101490553132
1091,619,80.0,9600,6,5,1953,1953,238.0,1285.0,0.0,131.0,1416.0,1644,0,0,1644,1.0,0.0,1,0,3,1,7,2,2.0,418.0,110,0,0,0,0,0,0,10,2009,167000,3060.0,2.0,0.00065359477124183,0.000980392156862745,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1953,0,0,1953,2,2,4,2,0,2,1.791759469228055
1092,2150,65.0,8158,7,5,2002,2002,214.0,0.0,0.0,860.0,860.0,860,869,0,1729,0.0,0.0,2,1,3,1,7,0,2.0,542.0,386,63,0,0,0,0,0,8,2007,200000,2589.0,3.0,0.0011587485515643105,0.0011587485515643105,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
1093,2704,50.0,5220,5,3,1936,1950,0.0,0.0,0.0,830.0,830.0,879,0,0,879,0.0,0.0,1,0,2,1,4,0,1.0,180.0,0,108,0,0,0,0,0,1,2006,80000,1709.0,1.0,0.0005851375073142189,0.0011702750146284377,4,SWISU,21,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1936,0,0,1936,2,2,0,2,0,2,1.6094379124341003
1094,2839,60.0,8172,5,7,1955,1990,0.0,167.0,0.0,697.0,864.0,864,0,0,864,1.0,0.0,1,0,2,1,5,0,2.0,572.0,0,0,0,0,0,0,0,4,2006,115000,1728.0,2.0,0.0011574074074074073,0.0011574074074074073,4,Edwards,22,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1955,0,0,1955,2,2,0,2,0,2,1.6094379124341003
1095,1242,72.0,9000,6,5,1956,1956,74.0,616.0,0.0,580.0,1196.0,1196,0,0,1196,1.0,0.0,1,0,2,1,6,1,1.0,297.0,0,44,0,0,0,0,0,5,2008,139000,2392.0,2.0,0.0008361204013377926,0.0008361204013377926,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1956,0,0,1956,2,2,4,2,0,2,1.791759469228055
1096,2714,74.0,7844,6,7,1978,1978,203.0,209.0,0.0,463.0,672.0,672,728,0,1400,0.0,0.0,1,1,3,1,6,1,2.0,440.0,0,0,0,0,0,0,0,3,2006,149500,2072.0,2.0,0.0009652509652509653,0.0014478764478764478,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0,0,1978,0,0,1978,2,2,2,2,0,2,1.791759469228055
1097,799,60.0,9084,4,5,1940,1950,0.0,0.0,0.0,755.0,755.0,755,755,0,1510,1.0,0.0,1,0,4,1,7,1,1.0,296.0,120,0,0,0,0,0,0,10,2009,108000,2265.0,2.0,0.0008830022075055188,0.0017660044150110375,4,Edwards,22,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1940,0,0,1940,2,2,4,1,0,2,1.3862943611198906
1098,1260,60.0,10800,4,7,1900,2000,0.0,0.0,0.0,0.0,0.0,694,600,0,1294,0.0,0.0,2,0,3,2,7,0,0.0,0.0,220,114,210,0,0,0,0,8,2008,106250,1294.0,2.0,0.0015455950540958269,0.00231839258114374,4,OldTown,24,6,0,0,0,0,0,1,1,0,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1900,0,0,1900,2,0,0,0,0,2,1.3862943611198906
1099,2107,74.0,8556,7,5,2006,2006,0.0,0.0,0.0,1240.0,1240.0,1240,0,0,1240,0.0,0.0,2,0,2,1,5,0,3.0,826.0,140,93,0,0,0,0,0,5,2007,194000,2480.0,2.0,0.0008064516129032258,0.0008064516129032258,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
